(val) step 2859: {'pi': 0.998046875, 'score': 0.998046875, 'examples_seen': 91520, 'step': 2859}
(val) step 2869: {'pi': 1.0, 'score': 1.0, 'examples_seen': 91840, 'step': 2869}
(val) step 2879: {'pi': 1.0, 'score': 1.0, 'examples_seen': 92160, 'step': 2879}
(val) step 2889: {'pi': 0.994140625, 'score': 0.994140625, 'examples_seen': 92480, 'step': 2889}
(val) step 2899: {'pi': 1.0, 'score': 1.0, 'examples_seen': 92800, 'step': 2899}
(val) step 2909: {'pi': 0.9921875, 'score': 0.9921875, 'examples_seen': 93120, 'step': 2909}
(val) step 2919: {'pi': 0.998046875, 'score': 0.998046875, 'examples_seen': 93440, 'step': 2919}
(val) step 2929: {'pi': 1.0, 'score': 1.0, 'examples_seen': 93760, 'step': 2929}
(val) step 2939: {'pi': 0.998046875, 'score': 0.998046875, 'examples_seen': 94080, 'step': 2939}
(val) step 2949: {'pi': 0.994140625, 'score': 0.994140625, 'examples_seen': 94400, 'step': 2949}
(val) step 2959: {'pi': 1.0, 'score': 1.0, 'examples_seen': 94720, 'step': 2959}
(val) step 2969: {'pi': 0.994140625, 'score': 0.994140625, 'examples_seen': 95040, 'step': 2969}
(val) step 2979: {'pi': 0.96875, 'score': 0.96875, 'examples_seen': 95360, 'step': 2979}
(val) step 2989: {'pi': 1.0, 'score': 1.0, 'examples_seen': 95680, 'step': 2989}
(val) step 2999: {'pi': 1.0, 'score': 1.0, 'examples_seen': 96000, 'step': 2999}
(val) step 3009: {'pi': 1.0, 'score': 1.0, 'examples_seen': 96320, 'step': 3009}
(val) step 3019: {'pi': 0.982421875, 'score': 0.982421875, 'examples_seen': 96640, 'step': 3019}
(val) step 3029: {'pi': 0.181640625, 'score': 0.181640625, 'examples_seen': 96960, 'step': 3029}
(val) step 3039: {'pi': 0.2578125, 'score': 0.2578125, 'examples_seen': 97280, 'step': 3039}
(val) step 3049: {'pi': 0.357421875, 'score': 0.357421875, 'examples_seen': 97600, 'step': 3049}
(val) step 3059: {'pi': 0.4921875, 'score': 0.4921875, 'examples_seen': 97920, 'step': 3059}
(val) step 3069: {'pi': 0.599609375, 'score': 0.599609375, 'examples_seen': 98240, 'step': 3069}
(val) step 3079: {'pi': 0.751953125, 'score': 0.751953125, 'examples_seen': 98560, 'step': 3079}
(val) step 3089: {'pi': 0.75390625, 'score': 0.75390625, 'examples_seen': 98880, 'step': 3089}
(val) step 3099: {'pi': 0.73828125, 'score': 0.73828125, 'examples_seen': 99200, 'step': 3099}
(val) step 3109: {'pi': 0.80078125, 'score': 0.80078125, 'examples_seen': 99520, 'step': 3109}
(val) step 3119: {'pi': 0.73828125, 'score': 0.73828125, 'examples_seen': 99840, 'step': 3119}
(val) step 3129: {'pi': 0.88671875, 'score': 0.88671875, 'examples_seen': 100160, 'step': 3129}
(val) step 3139: {'pi': 0.84375, 'score': 0.84375, 'examples_seen': 100480, 'step': 3139}
(val) step 3149: {'pi': 0.9140625, 'score': 0.9140625, 'examples_seen': 100800, 'step': 3149}
(val) step 3159: {'pi': 0.76171875, 'score': 0.76171875, 'examples_seen': 101120, 'step': 3159}
(val) step 3169: {'pi': 0.958984375, 'score': 0.958984375, 'examples_seen': 101440, 'step': 3169}
(val) step 3179: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 101760, 'step': 3179}
(val) step 3189: {'pi': 0.7421875, 'score': 0.7421875, 'examples_seen': 102080, 'step': 3189}
(val) step 3199: {'pi': 0.8125, 'score': 0.8125, 'examples_seen': 102400, 'step': 3199}
(val) step 3209: {'pi': 0.935546875, 'score': 0.935546875, 'examples_seen': 102720, 'step': 3209}
(val) step 3219: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 103040, 'step': 3219}
(val) step 3229: {'pi': 0.90234375, 'score': 0.90234375, 'examples_seen': 103360, 'step': 3229}
(val) step 3239: {'pi': 0.9296875, 'score': 0.9296875, 'examples_seen': 103680, 'step': 3239}
(val) step 3249: {'pi': 0.919921875, 'score': 0.919921875, 'examples_seen': 104000, 'step': 3249}
(val) step 3259: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 104320, 'step': 3259}
(val) step 3269: {'pi': 0.953125, 'score': 0.953125, 'examples_seen': 104640, 'step': 3269}
(val) step 3279: {'pi': 0.9609375, 'score': 0.9609375, 'examples_seen': 104960, 'step': 3279}
